date,date1,price
104/06/04,104/06/04,68.6
104/06/05,104/06/05,68.45
104/06/08,104/06/08,68.9
104/06/09,104/06/09,68.35
104/06/10,104/06/10,68.65
104/06/11,104/06/11,68.85
104/06/12,104/06/12,68.8
104/06/15,104/06/15,68.65
104/06/16,104/06/16,68.2
104/06/17,104/06/17,68.5
104/06/18,104/06/18,68.4
104/06/22,104/06/22,69.35
104/06/23,104/06/23,69.55
104/06/24,104/06/24,69.65
104/06/25,104/06/25,70.45
104/06/26,104/06/26,70.45
104/06/29,104/06/29,68.8
104/06/30,104/06/30,69.4
104/07/01,104/07/01,70.05
104/07/02,104/07/02,70.1
104/07/03,104/07/03,70.1
104/07/06,104/07/06,69.3
104/07/07,104/07/07,69.6
104/07/08,104/07/08,67.5
104/07/09,104/07/09,67.1
104/07/13,104/07/13,68.1
104/07/14,104/07/14,68.1
104/07/15,104/07/15,68.25
104/07/16,104/07/16,68.6
104/07/17,104/07/17,68.5
104/07/20,104/07/20,68
104/07/21,104/07/21,68.65
104/07/22,104/07/22,67.8
104/07/23,104/07/23,67.15
104/07/24,104/07/24,66.75
104/07/27,104/07/27,65.8
104/07/28,104/07/28,65.85
104/07/29,104/07/29,65.4
104/07/30,104/07/30,66.5
104/07/31,104/07/31,66.15
104/08/03,104/08/03,65.25
104/08/04,104/08/04,65.3
104/08/05,104/08/05,65.7
104/08/06,104/08/06,65
104/08/07,104/08/07,64.7
104/08/10,104/08/10,64.55
104/08/11,104/08/11,64.55
104/08/12,104/08/12,63.45
104/08/13,104/08/13,63.55
104/08/14,104/08/14,63.3
104/08/17,104/08/17,62.9
104/08/18,104/08/18,62.55
104/08/19,104/08/19,61.6
104/08/20,104/08/20,61.4
104/08/21,104/08/21,59.8
104/08/24,104/08/24,57.5
104/08/25,104/08/25,60
104/08/26,104/08/26,60.35
104/08/27,104/08/27,60.15
104/08/28,104/08/28,61.8
104/08/31,104/08/31,62.3
104/09/01,104/09/01,61.75
104/09/02,104/09/02,62.1
104/09/03,104/09/03,62.15
104/09/04,104/09/04,61.35
104/09/07,104/09/07,61.25
104/09/08,104/09/08,61.45
104/09/09,104/09/09,64.15
104/09/10,104/09/10,63.45
104/09/11,104/09/11,63.5
104/09/14,104/09/14,63.65
104/09/15,104/09/15,63.15
104/09/16,104/09/16,63.9
104/09/17,104/09/17,65
104/09/18,104/09/18,64.85
104/09/21,104/09/21,63.45
104/09/22,104/09/22,63.8
104/09/23,104/09/23,62.35
104/09/24,104/09/24,62
104/09/25,104/09/25,62.25
104/09/30,104/09/30,62.4
104/10/01,104/10/01,63.6
104/10/02,104/10/02,63.25
104/10/05,104/10/05,63.4
104/10/06,104/10/06,63.9
104/10/07,104/10/07,64.85
104/10/08,104/10/08,64.7
104/10/12,104/10/12,65.55
104/10/13,104/10/13,65.3
104/10/14,104/10/14,65.05
104/10/15,104/10/15,66
104/10/16,104/10/16,65.75
104/10/19,104/10/19,65.95
104/10/20,104/10/20,65.95
104/10/21,104/10/21,65.5
104/10/22,104/10/22,65.5
104/10/23,104/10/23,65.9
104/10/26,104/10/26,64.55
104/10/27,104/10/27,64.2
104/10/28,104/10/28,63.75
104/10/29,104/10/29,63.3
104/10/30,104/10/30,63.2
104/11/02,104/11/02,63.3
104/11/03,104/11/03,64.3
104/11/04,104/11/04,65.55
104/11/05,104/11/05,65.4
104/11/06,104/11/06,64.1
104/11/09,104/11/09,63.65
104/11/10,104/11/10,62.9
104/11/11,104/11/11,62.15
104/11/12,104/11/12,62.25
104/11/13,104/11/13,61.6
104/11/16,104/11/16,61.15
104/11/17,104/11/17,62.35
104/11/18,104/11/18,61.4
104/11/19,104/11/19,62.3
104/11/20,104/11/20,62.3
104/11/23,104/11/23,62.6
104/11/24,104/11/24,61.95
104/11/25,104/11/25,61.95
104/11/26,104/11/26,62.8
104/11/27,104/11/27,61.95
104/11/30,104/11/30,61.2
104/12/01,104/12/01,62.4
104/12/02,104/12/02,62.3
104/12/03,104/12/03,62.4
104/12/04,104/12/04,61.75
104/12/07,104/12/07,62.5
104/12/08,104/12/08,61.5
104/12/09,104/12/09,60.75
104/12/10,104/12/10,60.55
104/12/11,104/12/11,59.85
104/12/14,104/12/14,59.4
104/12/15,104/12/15,59.45
104/12/16,104/12/16,60.35
104/12/17,104/12/17,61.05
104/12/18,104/12/18,60.75
104/12/21,104/12/21,60.65
104/12/22,104/12/22,60.8
104/12/23,104/12/23,60.9
104/12/24,104/12/24,61.2
104/12/25,104/12/25,61.6
104/12/28,104/12/28,61.45
104/12/29,104/12/29,61
104/12/30,104/12/30,60.55
104/12/31,104/12/31,60.75
105/01/04,105/01/04,59.55
105/01/05,105/01/05,59.05
105/01/06,105/01/06,58.45
105/01/07,105/01/07,57.35
105/01/08,105/01/08,57.45
105/01/11,105/01/11,56.55
105/01/12,105/01/12,56.5
105/01/13,105/01/13,57.15
105/01/14,105/01/14,56.7
105/01/15,105/01/15,56.7
105/01/18,105/01/18,57.1
105/01/19,105/01/19,57.25
105/01/20,105/01/20,55.9
105/01/21,105/01/21,55.8
105/01/22,105/01/22,56.55
105/01/25,105/01/25,57.55
105/01/26,105/01/26,57
105/01/27,105/01/27,57.25
105/01/28,105/01/28,57.55
105/01/29,105/01/29,59
105/01/30,105/01/30,59.55
105/02/01,105/02/01,59.55
105/02/02,105/02/02,59.35
105/02/03,105/02/03,58.95
105/02/15,105/02/15,59
105/02/16,105/02/16,60.25
105/02/17,105/02/17,59.95
105/02/18,105/02/18,60.9
105/02/19,105/02/19,60.85
105/02/22,105/02/22,60.8
105/02/23,105/02/23,60.85
105/02/24,105/02/24,60.3
105/02/25,105/02/25,61.1
105/02/26,105/02/26,61.25
105/03/01,105/03/01,61.85
105/03/02,105/03/02,62.35
105/03/03,105/03/03,62.95
105/03/04,105/03/04,63.1
105/03/07,105/03/07,63.1
105/03/08,105/03/08,63.05
105/03/09,105/03/09,63.1
105/03/10,105/03/10,63.25
105/03/11,105/03/11,63.55
105/03/14,105/03/14,64
105/03/15,105/03/15,63.05
105/03/16,105/03/16,63.6
105/03/17,105/03/17,64.3
105/03/18,105/03/18,64.7
105/03/21,105/03/21,64.6
105/03/22,105/03/22,64.4
105/03/23,105/03/23,64.35
105/03/24,105/03/24,64.35
105/03/25,105/03/25,64.05
105/03/28,105/03/28,64.1
105/03/29,105/03/29,63.65
105/03/30,105/03/30,64.7
105/03/31,105/03/31,64.65
105/04/01,105/04/01,63.9
105/04/06,105/04/06,62.4
105/04/07,105/04/07,62.15
105/04/08,105/04/08,62.75
105/04/11,105/04/11,63
105/04/12,105/04/12,62.95
105/04/13,105/04/13,64.05
105/04/14,105/04/14,64.25
105/04/15,105/04/15,64.25
105/04/18,105/04/18,63.85
105/04/19,105/04/19,63.6
105/04/20,105/04/20,62.65
105/04/21,105/04/21,62.95
105/04/22,105/04/22,63.2
105/04/25,105/04/25,63.25
105/04/26,105/04/26,63.5
105/04/27,105/04/27,63.4
105/04/28,105/04/28,62.4
105/04/29,105/04/29,61.6
105/05/03,105/05/03,60.75
105/05/04,105/05/04,60.1
105/05/05,105/05/05,60.2
105/05/06,105/05/06,59.7
105/05/09,105/05/09,59.7
105/05/10,105/05/10,60
105/05/11,105/05/11,59.85
105/05/12,105/05/12,59.8
105/05/13,105/05/13,59.15
105/05/16,105/05/16,59.6
105/05/17,105/05/17,60.05
105/05/18,105/05/18,59.95
105/05/19,105/05/19,59.65
105/05/20,105/05/20,60
105/05/23,105/05/23,62
105/05/24,105/05/24,61.35
105/05/25,105/05/25,62
105/05/26,105/05/26,62.15
105/05/27,105/05/27,62.6
105/05/30,105/05/30,63.15
105/05/31,105/05/31,63.15
105/06/01,105/06/01,63.7
105/06/02,105/06/02,63.7
105/06/03,105/06/03,63.85
105/06/04,105/06/04,63.95
105/06/06,105/06/06,64.05
105/06/07,105/06/07,64.9
105/06/08,105/06/08,65.25
105/06/13,105/06/13,63.75
105/06/14,105/06/14,64.15
105/06/15,105/06/15,64.25
105/06/16,105/06/16,63.35
105/06/17,105/06/17,64.05
105/06/20,105/06/20,64.5
105/06/21,105/06/21,64.75
105/06/22,105/06/22,64.95
105/06/23,105/06/23,64.8
105/06/24,105/06/24,63.1
105/06/27,105/06/27,63.75
105/06/28,105/06/28,64
105/06/29,105/06/29,64.7
105/06/30,105/06/30,65.45
105/07/01,105/07/01,66.25
105/07/04,105/07/04,66.3
105/07/05,105/07/05,66.1
105/07/06,105/07/06,64.9
105/07/07,105/07/07,65.7
105/07/11,105/07/11,67
105/07/12,105/07/12,67.6
105/07/13,105/07/13,67.65
105/07/14,105/07/14,67.7
105/07/15,105/07/15,68.5
105/07/18,105/07/18,69.15
105/07/19,105/07/19,69.25
105/07/20,105/07/20,69.2
105/07/21,105/07/21,69.55
105/07/22,105/07/22,69.3
105/07/25,105/07/25,69
105/07/26,105/07/26,69.4
105/07/27,105/07/27,69.7
105/07/28,105/07/28,69.05
105/07/29,105/07/29,68.55
105/08/01,105/08/01,69.3
105/08/02,105/08/02,69.3
105/08/03,105/08/03,68.75
105/08/04,105/08/04,68.9
105/08/05,105/08/05,69.6
105/08/08,105/08/08,70.05
105/08/09,105/08/09,70.4
105/08/10,105/08/10,70.6
105/08/11,105/08/11,69.95
105/08/12,105/08/12,70.2
105/08/15,105/08/15,70.35
105/08/16,105/08/16,69.95
105/08/17,105/08/17,70.05
105/08/18,105/08/18,69.9
105/08/19,105/08/19,69.2
105/08/22,105/08/22,68.7
105/08/23,105/08/23,69.4
105/08/24,105/08/24,69.2
105/08/25,105/08/25,70
105/08/26,105/08/26,70.1
105/08/29,105/08/29,70.05
105/08/30,105/08/30,70
105/08/31,105/08/31,69.4
105/09/01,105/09/01,69.05
105/09/02,105/09/02,69.15
105/09/05,105/09/05,70.3
105/09/06,105/09/06,70.85
105/09/07,105/09/07,71.85
105/09/08,105/09/08,71.6
105/09/09,105/09/09,70.4
105/09/10,105/09/10,69.4
105/09/12,105/09/12,68.85
105/09/13,105/09/13,68.85
105/09/14,105/09/14,68.45
105/09/19,105/09/19,71
105/09/20,105/09/20,70.9
105/09/21,105/09/21,71.25
105/09/22,105/09/22,71.4
105/09/23,105/09/23,71.9
105/09/26,105/09/26,71
105/09/29,105/09/29,71.9
105/09/30,105/09/30,70.95
105/10/03,105/10/03,71.45
105/10/04,105/10/04,71.75
105/10/05,105/10/05,71.5
105/10/06,105/10/06,71.7
105/10/07,105/10/07,71.65
105/10/11,105/10/11,71.45
105/10/12,105/10/12,72.25
105/10/13,105/10/13,71.7
105/10/14,105/10/14,71.45
105/10/17,105/10/17,71.45
105/10/18,105/10/18,71.95
105/10/19,105/10/19,72.35
105/10/20,105/10/20,72.65
105/10/21,105/10/21,72.6
105/10/24,105/10/24,72.7
105/10/25,105/10/25,73.4
105/10/26,105/10/26,73
105/10/27,105/10/27,72.6
105/10/28,105/10/28,72.6
105/10/31,105/10/31,72.6
105/11/01,105/11/01,72.6
105/11/02,105/11/02,71.75
105/11/03,105/11/03,71.2
105/11/04,105/11/04,71
105/11/07,105/11/07,72
105/11/08,105/11/08,72.35
105/11/09,105/11/09,70
105/11/10,105/11/10,72
105/11/11,105/11/11,70.05
105/11/14,105/11/14,70.1
105/11/15,105/11/15,69.9
105/11/16,105/11/16,70
105/11/17,105/11/17,70.2
105/11/18,105/11/18,70.4
105/11/21,105/11/21,70.5
105/11/22,105/11/22,71.45
105/11/23,105/11/23,71.8
105/11/24,105/11/24,71.4
105/11/25,105/11/25,71.35
105/11/28,105/11/28,71.75
105/11/29,105/11/29,71.65
105/11/30,105/11/30,71.7
105/12/01,105/12/01,72
105/12/02,105/12/02,71.2
105/12/05,105/12/05,71.1
105/12/06,105/12/06,72
105/12/07,105/12/07,72
105/12/08,105/12/08,72.9
105/12/09,105/12/09,73.15
105/12/12,105/12/12,72.85
105/12/13,105/12/13,72.95
105/12/14,105/12/14,73.1
105/12/15,105/12/15,73
105/12/16,105/12/16,72.3
105/12/19,105/12/19,71.85
105/12/20,105/12/20,71.75
105/12/21,105/12/21,71.7
105/12/22,105/12/22,70.8
105/12/23,105/12/23,70.55
105/12/26,105/12/26,70.8
105/12/27,105/12/27,70.75
105/12/28,105/12/28,71.6
105/12/29,105/12/29,71.25
105/12/30,105/12/30,71.8
106/01/03,106/01/03,71.9
106/01/04,106/01/04,71.85
106/01/05,106/01/05,72.5
106/01/06,106/01/06,72.65
106/01/09,106/01/09,72.45
106/01/10,106/01/10,72.4
106/01/11,106/01/11,72.4
106/01/12,106/01/12,73.15
106/01/13,106/01/13,72.6
106/01/16,106/01/16,72
106/01/17,106/01/17,72.3
106/01/18,106/01/18,72.15
106/01/19,106/01/19,71.95
106/01/20,106/01/20,72.15
106/01/23,106/01/23,72.75
106/01/24,106/01/24,73.3
106/02/02,106/02/02,72.9
106/02/03,106/02/03,72.85
106/02/06,106/02/06,73.25
106/02/07,106/02/07,73.3
106/02/08,106/02/08,71.75
106/02/09,106/02/09,72
106/02/10,106/02/10,72.8
106/02/13,106/02/13,72.95
106/02/14,106/02/14,73.2
106/02/15,106/02/15,73.9
106/02/16,106/02/16,73.45
106/02/17,106/02/17,73.35
106/02/18,106/02/18,73.5
106/02/20,106/02/20,73.1
106/02/21,106/02/21,73.25
106/02/22,106/02/22,73.3
106/02/23,106/02/23,73.1
106/02/24,106/02/24,73.15
106/03/01,106/03/01,72.35
106/03/02,106/03/02,72.55
106/03/03,106/03/03,72.1
106/03/06,106/03/06,72.15
106/03/07,106/03/07,72.45
106/03/08,106/03/08,72.85
106/03/09,106/03/09,72.05
106/03/10,106/03/10,72
106/03/13,106/03/13,72.5
106/03/14,106/03/14,73
106/03/15,106/03/15,72.85
106/03/16,106/03/16,73.8
106/03/17,106/03/17,74
106/03/20,106/03/20,73.95
106/03/21,106/03/21,74.9
106/03/22,106/03/22,74.2
106/03/23,106/03/23,74.35
106/03/24,106/03/24,74.25
106/03/27,106/03/27,74.2
106/03/28,106/03/28,74.25
106/03/29,106/03/29,74
106/03/30,106/03/30,73.9
106/03/31,106/03/31,73.7
106/04/05,106/04/05,74.65
106/04/06,106/04/06,74.4
106/04/07,106/04/07,74.1
106/04/10,106/04/10,74.2
106/04/11,106/04/11,73.9
106/04/12,106/04/12,74.05
106/04/13,106/04/13,74.4
106/04/14,106/04/14,73.55
106/04/17,106/04/17,73.6
106/04/18,106/04/18,73.6
106/04/19,106/04/19,72.8
106/04/20,106/04/20,72.8
106/04/21,106/04/21,73.5
106/04/24,106/04/24,73.65
106/04/25,106/04/25,74.35
106/04/26,106/04/26,74.55
106/04/27,106/04/27,74.5
106/04/28,106/04/28,74.55
106/05/02,106/05/02,75.2
106/05/03,106/05/03,75.55
106/05/04,106/05/04,75.65
106/05/05,106/05/05,75.15
106/05/08,106/05/08,75.7
106/05/09,106/05/09,75.95
106/05/10,106/05/10,76.25
106/05/11,106/05/11,76.5
106/05/12,106/05/12,76.3
106/05/15,106/05/15,76.5
106/05/16,106/05/16,76.5
106/05/17,106/05/17,76.3
106/05/18,106/05/18,75.9
106/05/19,106/05/19,75.85
106/05/22,106/05/22,76.05
106/05/23,106/05/23,76.35
106/05/24,106/05/24,76.3
106/05/25,106/05/25,77
106/05/26,106/05/26,76.95
106/05/31,106/05/31,76.5
106/06/01,106/06/01,76.9
106/06/02,106/06/02,77.2
106/06/03,106/06/03,77.4
106/06/05,106/06/05,78
106/06/06,106/06/06,77.95
106/06/07,106/06/07,77.95
106/06/08,106/06/08,78.25
106/06/09,106/06/09,78
106/06/12,106/06/12,77.15
106/06/13,106/06/13,77.25
106/06/14,106/06/14,76.85
106/06/15,106/06/15,76.9
106/06/16,106/06/16,77.7
106/06/19,106/06/19,78.55
106/06/20,106/06/20,79.45
106/06/21,106/06/21,79.55
106/06/22,106/06/22,79.75
106/06/23,106/06/23,79.7
106/06/26,106/06/26,81.4
106/06/27,106/06/27,81.3
106/06/28,106/06/28,80.55
106/06/29,106/06/29,80.65
106/06/30,106/06/30,80.4
106/07/03,106/07/03,80.45
106/07/04,106/07/04,80
106/07/05,106/07/05,80.75
106/07/06,106/07/06,80.4
106/07/07,106/07/07,79.95
106/07/10,106/07/10,80.35
106/07/11,106/07/11,81.55
106/07/12,106/07/12,81.55
106/07/13,106/07/13,82.2
106/07/14,106/07/14,82.05
106/07/17,106/07/17,82.2
106/07/18,106/07/18,82.4
106/07/19,106/07/19,82.7
106/07/20,106/07/20,82.65
106/07/21,106/07/21,82.1
106/07/24,106/07/24,82.3
106/07/25,106/07/25,82.45
106/07/26,106/07/26,82.15
106/07/27,106/07/27,83
106/07/28,106/07/28,82.1
106/07/31,106/07/31,81.35
106/08/01,106/08/01,81.8
106/08/02,106/08/02,82.5
106/08/03,106/08/03,82.2
106/08/04,106/08/04,82.35
106/08/07,106/08/07,82.95
106/08/08,106/08/08,82.9
106/08/09,106/08/09,82.15
106/08/10,106/08/10,81.6
106/08/11,106/08/11,81.25
106/08/14,106/08/14,80.75
106/08/15,106/08/15,81.3
106/08/16,106/08/16,81
106/08/17,106/08/17,81.65
106/08/18,106/08/18,81.15
106/08/21,106/08/21,81.05
106/08/22,106/08/22,81.85
106/08/23,106/08/23,81.75
106/08/24,106/08/24,82.55
106/08/25,106/08/25,82.7
106/08/28,106/08/28,82.55
106/08/29,106/08/29,82.3
106/08/30,106/08/30,82.7
106/08/31,106/08/31,82.95
106/09/01,106/09/01,83
106/09/04,106/09/04,82.85
106/09/05,106/09/05,82.95
106/09/06,106/09/06,82.6
106/09/07,106/09/07,82.25
106/09/08,106/09/08,82.7
106/09/11,106/09/11,82.55
106/09/12,106/09/12,82.85
106/09/13,106/09/13,82.3
106/09/14,106/09/14,82.35
106/09/15,106/09/15,82.35
106/09/18,106/09/18,83.15
106/09/19,106/09/19,82.75
106/09/20,106/09/20,82.2
106/09/21,106/09/21,82.7
106/09/22,106/09/22,81.6
106/09/25,106/09/25,80.95
106/09/26,106/09/26,80.3
106/09/27,106/09/27,80.7
106/09/28,106/09/28,80.4
106/09/29,106/09/29,80.65
106/09/30,106/09/30,81.2
106/10/02,106/10/02,81.5
106/10/03,106/10/03,81.5
106/10/05,106/10/05,81.85
106/10/06,106/10/06,82.1
106/10/11,106/10/11,83.4
106/10/12,106/10/12,84.2
106/10/13,106/10/13,84.05
106/10/16,106/10/16,84.5
106/10/17,106/10/17,84.3
106/10/18,106/10/18,84.6
106/10/19,106/10/19,84.9
106/10/20,106/10/20,84.55
106/10/23,106/10/23,84.5
106/10/24,106/10/24,84.4
106/10/25,106/10/25,84.35
106/10/26,106/10/26,84.25
106/10/27,106/10/27,84.3
106/10/30,106/10/30,84.95
106/10/31,106/10/31,85.2
106/11/01,106/11/01,85.1
106/11/02,106/11/02,84.8
106/11/03,106/11/03,84.7
106/11/06,106/11/06,84.85
106/11/07,106/11/07,85.3
106/11/08,106/11/08,84.95
106/11/09,106/11/09,84.4
106/11/10,106/11/10,84.55
106/11/13,106/11/13,84.3
106/11/14,106/11/14,84.15
106/11/15,106/11/15,83.3
106/11/16,106/11/16,83.6
106/11/17,106/11/17,84.35
106/11/20,106/11/20,84
106/11/21,106/11/21,84.75
106/11/22,106/11/22,85.15
106/11/23,106/11/23,85.2
106/11/24,106/11/24,85.15
106/11/27,106/11/27,84.15
106/11/28,106/11/28,83.6
106/11/29,106/11/29,83.7
106/11/30,106/11/30,82.25
106/12/01,106/12/01,82.6
106/12/04,106/12/04,82.9
106/12/05,106/12/05,82.25
106/12/06,106/12/06,80.85
106/12/07,106/12/07,80.9
106/12/08,106/12/08,80.9
106/12/11,106/12/11,81.5
106/12/12,106/12/12,80.95
106/12/13,106/12/13,81
106/12/14,106/12/14,81.75
106/12/15,106/12/15,81.1
106/12/18,106/12/18,81.2
106/12/19,106/12/19,80.8
106/12/20,106/12/20,81.05
106/12/21,106/12/21,81
106/12/22,106/12/22,81.3
106/12/25,106/12/25,81.45
106/12/26,106/12/26,80.65
106/12/27,106/12/27,80.9
106/12/28,106/12/28,81.7
106/12/29,106/12/29,82.15
107/01/02,107/01/02,82.6
107/01/03,107/01/03,83.35
107/01/04,107/01/04,83.5
107/01/05,107/01/05,83.75
107/01/08,107/01/08,84.1
107/01/09,107/01/09,84.15
107/01/10,107/01/10,83.75
107/01/11,107/01/11,83.4
107/01/12,107/01/12,84.1
107/01/15,107/01/15,84.65
107/01/16,107/01/16,85
107/01/17,107/01/17,85.15
107/01/18,107/01/18,86.3
107/01/19,107/01/19,87.15
107/01/22,107/01/22,87.95
107/01/23,107/01/23,88.3
107/01/24,107/01/24,87.2
107/01/25,107/01/25,87.45
107/01/26,107/01/26,87.5
107/01/29,107/01/29,85.55
107/01/30,107/01/30,84.55
107/01/31,107/01/31,84.65
107/02/01,107/02/01,85.25
107/02/02,107/02/02,84.9
107/02/05,107/02/05,83.6
107/02/06,107/02/06,79.65
107/02/07,107/02/07,80.65
107/02/08,107/02/08,80.6
107/02/09,107/02/09,79.05
107/02/12,107/02/12,79.7
107/02/21,107/02/21,81.5
107/02/22,107/02/22,81
107/02/23,107/02/23,82
107/02/26,107/02/26,82.4
107/02/27,107/02/27,82.35
107/03/01,107/03/01,81.75
107/03/02,107/03/02,81.15
107/03/05,107/03/05,80.75
107/03/06,107/03/06,82.15
107/03/07,107/03/07,81.8
107/03/08,107/03/08,82.75
107/03/09,107/03/09,82.85
107/03/12,107/03/12,84.15
107/03/13,107/03/13,84.95
107/03/14,107/03/14,84.3
107/03/15,107/03/15,84.25
107/03/16,107/03/16,83.9
107/03/19,107/03/19,83.85
107/03/20,107/03/20,83.8
107/03/21,107/03/21,83.85
107/03/22,107/03/22,83.55
107/03/23,107/03/23,82.1
107/03/26,107/03/26,82.2
107/03/27,107/03/27,83.4
107/03/28,107/03/28,82.25
107/03/29,107/03/29,82.1
107/03/30,107/03/30,82.85
107/03/31,107/03/31,82.95
107/04/02,107/04/02,82.25
107/04/03,107/04/03,81.5
107/04/09,107/04/09,82.2
107/04/10,107/04/10,82.5
107/04/11,107/04/11,82.85
107/04/12,107/04/12,82.5
107/04/13,107/04/13,82.5
107/04/16,107/04/16,82.3
107/04/17,107/04/17,81.4
107/04/18,107/04/18,81.6
107/04/19,107/04/19,82.65
107/04/20,107/04/20,80.75
107/04/23,107/04/23,79.95
107/04/24,107/04/24,79.55
107/04/25,107/04/25,79.3
107/04/26,107/04/26,79.05
107/04/27,107/04/27,79.2
107/04/30,107/04/30,80
107/05/02,107/05/02,79.4
107/05/03,107/05/03,78.55
107/05/04,107/05/04,78.95
107/05/07,107/05/07,79.5
107/05/08,107/05/08,80
107/05/09,107/05/09,80.45
107/05/10,107/05/10,80.65
107/05/11,107/05/11,81.6
107/05/14,107/05/14,82.5
107/05/15,107/05/15,81.65
107/05/16,107/05/16,81.75
107/05/17,107/05/17,81.2
107/05/18,107/05/18,80.95
107/05/21,107/05/21,82.05
107/05/22,107/05/22,81.75
107/05/23,107/05/23,81.35
107/05/24,107/05/24,81.55
107/05/25,107/05/25,81.85
107/05/28,107/05/28,82.2
107/05/29,107/05/29,81.85
107/05/30,107/05/30,80.4
107/05/31,107/05/31,80.75
107/06/01,107/06/01,81.35
107/06/04,107/06/04,82.6
107/06/05,107/06/05,82.5
107/06/06,107/06/06,83.3
107/06/07,107/06/07,83.45
107/06/08,107/06/08,82.55
107/06/11,107/06/11,82.65
107/06/12,107/06/12,82.5
107/06/13,107/06/13,83
107/06/14,107/06/14,81.75
107/06/15,107/06/15,81.95
107/06/19,107/06/19,80.6
107/06/20,107/06/20,81.5
107/06/21,107/06/21,81.25
107/06/22,107/06/22,81.15
107/06/25,107/06/25,80.9
107/06/26,107/06/26,80.7
107/06/27,107/06/27,80.4
107/06/28,107/06/28,80.05
107/06/29,107/06/29,81.45
107/07/02,107/07/02,81.05
107/07/03,107/07/03,81.15
107/07/04,107/07/04,81.4
107/07/05,107/07/05,80.75
107/07/06,107/07/06,80.95
107/07/09,107/07/09,82.25
107/07/10,107/07/10,82.45
107/07/11,107/07/11,81.7
107/07/12,107/07/12,82.65
107/07/13,107/07/13,83.35
107/07/16,107/07/16,83
107/07/17,107/07/17,82.55
107/07/18,107/07/18,83.05
107/07/19,107/07/19,83.3
107/07/20,107/07/20,84.65
107/07/23,107/07/23,84.55
107/07/24,107/07/24,84.7
107/07/25,107/07/25,84.75
107/07/26,107/07/26,85
107/07/27,107/07/27,85.7
107/07/30,107/07/30,85.55
107/07/31,107/07/31,85.55
107/08/01,107/08/01,86.15
107/08/02,107/08/02,84.85
107/08/03,107/08/03,85.55
107/08/06,107/08/06,85.7
107/08/07,107/08/07,85.5
107/08/08,107/08/08,86.15
107/08/09,107/08/09,86.15
107/08/10,107/08/10,85.7
107/08/13,107/08/13,83.95
107/08/14,107/08/14,84.55
107/08/15,107/08/15,83.75
107/08/16,107/08/16,83.8
107/08/17,107/08/17,83.65
107/08/20,107/08/20,83.95
107/08/21,107/08/21,84.55
107/08/22,107/08/22,84.65
107/08/23,107/08/23,85.05
107/08/24,107/08/24,84.8
107/08/27,107/08/27,85.55
107/08/28,107/08/28,86.25
107/08/29,107/08/29,87.25
107/08/30,107/08/30,87.55
107/08/31,107/08/31,86.95
